,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
2076,CHEMBL380176,230.0,nM,CCCn1c(=O)c2nc(-c3cn[nH]c3)[nH]c2n(CCC)c1=O,6.638272163982407,302.1491238159999,6,2,1.0964,True
2077,CHEMBL208110,230.0,nM,CCCn1c(=O)c2nc(-c3cnn(Cc4ccccc4C(F)(F)F)c3)[nH]c2n(CCC)c1=O,6.638272163982407,460.18345863600007,7,1,3.6369000000000016,True
2078,CHEMBL4641290,230.0,nM,Nc1nc(-c2ccc(OCCN3CCCC3)cc2)cn2c(=O)n(-c3ccccc3)nc12,6.638272163982407,416.19607400800004,8,1,2.604000000000001,True
2079,CHEMBL251869,230.0,nM,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(CCC)c1=O,6.638272163982407,410.18665219600007,7,1,2.757200000000001,True
2080,CHEMBL4582207,230.0,nM,Cn1c(=O)c2c(nc3n2CCN(CCCc2ccc(Cl)cc2)C3)n(C)c1=O,6.638272163982407,387.14620262399995,7,0,1.5354999999999999,True
2082,CHEMBL221343,230.0,nM,CC(C)c1nc2c(-c3ccccc3)cc(-c3ccccc3)nc2[nH]1,6.638272163982407,313.15789760800004,2,1,5.415300000000004,True
2083,CHEMBL3703595,230.0,nM,OC1CS[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H]1O,6.638272163982407,469.00694375200004,8,3,2.0101999999999998,True
2084,CHEMBL323303,230.0,nM,Cc1ccc2c(O)cc(-c3cccc(N)c3)nc2n1,6.638272163982407,251.105862036,4,2,2.89302,True
2085,CHEMBL500569,230.0,nM,O[C@@H]1CS[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@@H]1O,6.638272163982407,469.00694375200004,8,3,2.0101999999999998,True
2086,CHEMBL260490,231.0,nM,CCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O,6.636388020107855,368.13970200400007,7,1,1.4940999999999998,True
2087,CHEMBL3091482,231.0,nM,C#CCn1c(=O)c2c(nc3n2CCCN3C2CCC2)n(C)c1=O,6.636388020107855,313.153874848,7,0,0.29249999999999976,True
2088,CHEMBL221155,232.0,nM,N#Cc1c(N)nc2c(c1-c1ccc(F)cc1)CCC2,6.634512015109101,253.101525604,3,1,2.830280000000001,True
2089,CHEMBL4094093,232.0,nM,Nc1nc(-c2ccccc2)cn2c(=O)n(-c3ccccc3O)nc12,6.634512015109101,319.10692465600005,7,2,1.8349999999999995,True
2090,CHEMBL4521591,233.0,nM,Cl.Cn1cc2c(nc(NN)n3nc(-c4ccco4)nc23)n1,6.632644078973981,306.07443465200004,9,2,0.9783999999999997,True
2091,CHEMBL2181161,233.0,nM,Cn1cc2c(nc(NC3CCCCC3)n3nc(-c4ccco4)nc23)n1,6.632644078973981,337.165108228,8,1,3.015600000000002,True
2092,CHEMBL1271224,233.0,nM,N#Cc1cccc(C(=O)Nc2nc3cc(C(=O)N4CCCCC4)cnc3n2Cc2cccnc2)c1,6.632644078973981,465.1913229760001,7,1,3.6246800000000023,True
2093,CHEMBL259342,234.0,nM,CCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(C)c1=O,6.630784142589857,418.13650844400007,7,1,2.3738,True
2094,CHEMBL430050,234.0,nM,CCn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cn[nH]c3)nc21,6.630784142589857,300.13347375200004,6,2,0.7062999999999994,True
2095,CHEMBL3314904,235.0,nM,CCOC(=O)c1cnc(NC2CCCCCC2)n2nc(-c3ccco3)nc12,6.628932137728263,369.180089596,8,1,3.695700000000003,True
2096,CHEMBL3752753,235.0,nM,CNc1nc(NCc2ccc(F)cc2)n2nc(-c3ccco3)nc2n1,6.628932137728263,339.124386288,8,2,2.5722000000000005,True
2098,CHEMBL482648,236.0,nM,CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(OC)cc5)CC4)cc3)[nH]c2c1=O,6.627087997029893,524.184188996,8,2,1.6148999999999991,True
2100,CHEMBL4130185,238.0,nM,COc1ccc(-c2cn3cc(-c4ccco4)ccc3n2)cc1OC,6.623423042943488,320.11609237199997,5,0,4.278500000000004,True
2101,CHEMBL4068634,238.0,nM,CNC(=O)[C@H]1[Se][C@@H](n2cnc3c(NCc4cccc(Cl)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.623423042943488,515.9982650960001,8,4,1.217899999999999,True
2102,CHEMBL1081971,239.0,nM,O=C(Nc1ccc(-c2ccncn2)c(-c2ccco2)n1)C1CC1,6.621602099051863,306.111675688,5,1,3.147100000000002,True
2103,CHEMBL232096,239.0,nM,OCc1cnn(-c2nc(Nc3ccc4ccccc4n3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,6.621602099051863,490.17131580399996,13,5,0.40759999999999913,True
2104,CHEMBL461858,239.0,nM,Nc1nc(-c2cc[nH]n2)c2nnn(Cc3ccccc3F)c2n1,6.621602099051863,310.10907057200006,7,2,1.3809999999999996,True
2105,CHEMBL4451808,239.0,nM,Nc1nc(N/N=C/c2ccc(Br)cn2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.621602099051863,464.055613124,12,5,-0.37650000000000056,True
2106,CHEMBL3799771,240.0,nM,Nc1nc(CCCc2ccccc2)nc2cn(-c3ccccc3O)nc12,6.619788758288394,345.158960228,6,2,3.278600000000002,True
2107,CHEMBL3401304,240.0,nM,CCN(CC)CCCCCC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,6.619788758288394,388.19329713599996,5,2,4.236100000000003,True
2108,CHEMBL457880,240.0,nM,CCCn1c(=O)c2c(cc(-c3ccc(N)cc3)n2O)n(CCC)c1=O,6.619788758288394,342.16919056399996,7,2,2.2712000000000003,True
2110,CHEMBL7608,241.0,nM,Oc1c(-c2ccco2)nnc2nc3ccccc3n12,6.617982957425132,252.064725496,6,1,2.243099999999999,True
2111,CHEMBL4529435,241.0,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(OCCO)cc5)CC4)cc3)[nH]c2c1=O,6.617982957425132,568.210403744,9,3,1.3674999999999995,True
2112,CHEMBL460976,241.0,nM,NCc1ccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)cc1,6.617982957425132,321.13380810000007,8,2,1.5705,True
2113,CHEMBL4079433,242.0,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccc(F)c5)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,6.616184634019569,475.128341368,12,3,1.2291999999999998,True
2114,CHEMBL406499,242.0,nM,Nc1nc(-c2ccco2)c2cc[nH]c2n1,6.616184634019569,200.069810876,4,2,1.8000999999999998,True
2115,CHEMBL112923,242.0,nM,O=c1c2c(nc3ccccn32)n(Cc2ccccc2)c(=O)n1CC1CC1,6.616184634019569,346.142975816,6,0,2.2692000000000005,True
2116,CHEMBL2181151,244.0,nM,CC[C@H](C)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,6.61261017366127,311.14945816400007,8,1,2.4814,True
2117,CHEMBL3827889,245.0,nM,Brc1cccc(Nc2nc3c(N4CCCC4)ncnc3s2)c1,6.610833915635467,375.015328548,6,1,4.192600000000002,True
2118,CHEMBL4453324,245.0,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(OC)c(F)c5)CC4)cc3)[nH]c2c1=O,6.610833915635467,556.190417248,8,2,2.1440999999999995,True
2119,CHEMBL2180937,245.0,nM,Cn1cc2c(nc(NCc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,6.610833915635467,413.12119272800004,8,1,3.901900000000002,True
2120,CHEMBL3763647,245.0,nM,CCCCOc1ccnc2c(CNC(=O)c3nc(N)nc4c(F)cccc34)cccc12,6.610833915635467,419.175753164,6,2,4.008200000000002,True
2121,CHEMBL2322916,246.0,nM,Cc1nc(N)c2nn(-c3ccccc3)cc2n1,6.609064892896621,225.10144535199998,5,1,1.7061199999999999,True
2122,CHEMBL2312987,246.6,nM,COc1ccc(/C=C/c2cc3c(c(=O)n(C)c(=O)n3C)n2C)cc1,6.608006927740288,325.142641468,6,0,1.7547000000000001,True
2123,CHEMBL260763,247.0,nM,CCCCn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(C)c1=O,6.607303046740334,378.18042394400004,7,1,2.1352,True
2124,CHEMBL385109,247.0,nM,CCC(CC)c1nc2c(-c3ccccc3)cc(-c3ccccc3)nc2[nH]1,6.607303046740334,341.18919773600004,2,1,6.195500000000005,True
2125,CHEMBL2181150,248.0,nM,CCC(C)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,6.605548319173783,311.14945816400007,8,1,2.4814,True
2126,CHEMBL142562,248.0,nM,O=C(Nc1cccc(Cl)c1)Nc1nc2n[nH]cc2c2nc(-c3ccco3)nn12,6.605548319173783,394.06934927200007,7,3,3.5580000000000016,True
2127,CHEMBL4454225,248.0,nM,Cc1nc(N)c2nc(-c3ccccc3)sc2n1,6.605548319173783,242.06261732,5,1,2.6439200000000014,True
2128,CHEMBL164867,249.0,nM,CCn1cc2c(nc(NC(=O)Nc3ccc(S(=O)(=O)O)cc3)n3nc(-c4ccco4)nc23)n1,6.603800652904264,468.09643661200005,10,3,2.6446000000000005,True
2129,CHEMBL4126042,250.0,nM,Cc1cccc(-n2nc(N)c(C(=O)CCc3ccccc3)n2)c1,6.6020599913279625,306.148061196,5,1,2.9734200000000017,True
2130,CHEMBL4646402,250.0,nM,Nc1nc(-c2ccc(OCCO)cc2)cn2c(=O)n(-c3ccccc3)nc12,6.6020599913279625,363.133139404,8,2,1.5004999999999997,True
2131,CHEMBL1170518,250.0,nM,COc1ccc(NC(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,6.6020599913279625,359.073990528,5,2,3.654700000000002,True
2132,CHEMBL223845,250.0,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(OCCc4c[nH]c5ccccc45)nc32)[C@H](O)[C@@H]1O,6.6020599913279625,467.1917169,10,5,0.26659999999999956,True
2133,CHEMBL603094,250.0,nM,Nc1ccc(Cl)c2c1C(=O)c1ccccc1C2=O,6.6020599913279625,257.024356176,3,1,2.6976000000000004,True
2134,CHEMBL3916959,251.0,nM,COc1ccc(-c2cnc(N)nc2-c2ccccc2)cc1Cl,6.600326278518962,311.082539748,4,1,4.054800000000002,True
2135,CHEMBL2180913,251.0,nM,Cn1cc2c(nc(NCCCCO)n3nc(-c4ccco4)nc23)n1,6.600326278518962,327.14437278400004,9,2,1.4553999999999998,True
2136,CHEMBL223729,252.0,nM,Nc1nc(OCCc2c[nH]c3c(Br)cccc23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.598599459218455,504.07567987199997,10,5,0.8852999999999998,True
2137,CHEMBL4102750,252.0,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5ccc(Cl)cc5F)ncnc43)[C@H](O)[C@@H]2O)n1,6.598599459218455,475.128341368,12,3,1.2292,True
2138,CHEMBL611964,253.0,nM,CCOc1ccccc1-c1cc(C(=O)NCc2ccccn2)nc(N)n1,6.596879478824182,349.15387484800016,6,2,2.449499999999999,True
2139,CHEMBL4592185,253.0,nM,Cl.Cn1cc2c(nc(NCCCN)n3nc(-c4ccco4)nc23)n1,6.596879478824182,348.12138484400003,9,2,1.4534999999999996,True
2140,CHEMBL3093310,253.0,nM,C#CCn1c(=O)c2c(nc3n2CCCN3Cc2ccccc2)n(C)c1=O,6.596879478824182,349.15387484800004,7,0,0.9401999999999999,True
2141,CHEMBL608093,255.0,nM,N#Cc1ccccc1-c1cc(C(=O)NCc2ccccn2)nc(N)n1,6.5934598195660445,330.12290906800007,6,2,1.9224799999999995,True
2143,CHEMBL3677919,256.0,nM,CCN(C(=O)c1ccc2nc(-c3cnc4ccccn34)oc2c1)C1CCCCC1,6.59176003468815,388.189926008,5,0,4.937300000000004,True
2144,CHEMBL409514,257.0,nM,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(Cc5ccccc5)CC4)cc3)cc2n(CCC)c1=O,6.590066876668706,543.284554664,7,1,3.701500000000002,True
2145,CHEMBL521785,259.0,nM,COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(NCCN4CCOCC4)nc32)c1,6.586700235918748,496.20344513200007,9,1,2.6614000000000004,True
2146,CHEMBL2313297,260.0,nM,Cn1c(=O)c2c(cc(/C=C/c3ccc(Cl)cc3)n2C)n(C)c1=O,6.585026652029182,329.093104432,5,0,2.3994999999999997,True
2147,CHEMBL491285,261.0,nM,COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(NCCN(C)C)nc32)c1,6.583359492661719,454.1928804480001,8,1,2.8908000000000005,True
2148,CHEMBL265212,261.0,nM,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(CC)c1=O,6.583359492661719,378.18042394400004,7,1,2.2279999999999998,True
2149,CHEMBL404447,261.0,nM,Nc1nc(-c2ccco2)c2nc[nH]c2n1,6.583359492661719,201.065059844,5,2,1.1950999999999998,True
2150,CHEMBL482213,261.0,nM,COC[C@H]1CCCN1c1cc(N)nc(-n2nc(C)cc2C)n1,6.583359492661719,302.185509324,7,1,1.4765399999999997,True
2151,CHEMBL235719,262.1,nM,COc1ccc(NC(=O)Nc2nc3ccccc3n3c(=O)c(-c4ccccc4)nn23)cc1,6.581532979053399,426.144038436,7,2,3.6618000000000013,True
2152,CHEMBL3677907,264.0,nM,CCN(C(=O)c1ccc(C(=O)c2cnc3ccccn23)nc1)C1CCCCC1,6.578396073130168,376.189926008,5,0,3.755100000000003,True
2153,CHEMBL4070713,265.0,nM,Nc1nc(Br)cn2cc(-c3ccco3)nc12,6.576754126063192,277.980322944,5,1,2.3339999999999996,True
2154,CHEMBL222201,267.0,nM,CCOc1cc(-c2cc(-c3ccc(O)cc3)nc(N)c2C#N)ccc1O,6.573488738635424,347.126991404,6,3,3.6793800000000023,True
2155,CHEMBL4170180,267.0,nM,Cn1c(-c2cccc(Cl)c2)nc2c(NC3CCCC3)ncnc21,6.573488738635424,327.125073256,5,1,4.038200000000002,True
2156,CHEMBL437842,267.0,nM,CCCCC#Cc1nc(NCC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,6.573488738635424,375.19065428,9,4,0.4112999999999996,True
2158,CHEMBL220889,267.0,nM,CCCCC#Cc1nc(NOC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,6.573488738635424,377.16991883599997,10,4,-0.047200000000000186,True
2160,CHEMBL1927445,270.0,nM,NCCCNc1nc(N)n2nc(-c3ccco3)nc2n1.O=C(O)C(F)(F)F,6.568636235841012,388.121921,10,4,0.7555,True
2162,CHEMBL1950554,270.0,nM,Nc1nc(N/N=C/C2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.568636235841012,391.19680227999993,11,5,-0.0020000000000002793,True
2163,CHEMBL194383,270.5,nM,Nc1nc(-c2ccco2)c2ncn(CCc3ccccc3)c2n1,6.567832730557411,305.12766010000007,6,1,2.911200000000001,True
2164,CHEMBL488541,271.0,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(CCc5ccccc5)CC4)cc3)[nH]c2c1=O,6.567030709125595,522.20492444,7,2,2.0388999999999995,True
2165,CHEMBL411452,272.0,nM,CCn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc21,6.565431095965801,458.16780857200007,7,1,3.2468000000000012,True
2166,CHEMBL2181152,272.0,nM,CC[C@@H](C)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,6.565431095965801,311.14945816400007,8,1,2.4814,True
2167,CHEMBL2092786,273.0,nM,CNc1nc(C#CC(O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.563837352959244,411.1542687719999,10,5,-0.4354000000000003,True
2168,CHEMBL515218,275.0,nM,COCC[C@@H]1CCCCN1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,6.560667306169737,372.22737413600004,7,1,2.6329400000000005,True
2170,CHEMBL2113271,277.0,nM,N=C(N)Nc1nc(OCCc2c[nH]c3ccccc23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.557520230935552,468.18696586799996,10,7,-0.15403000000000128,True
2172,CHEMBL113189,277.0,nM,CCN(CC)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,6.557520230935552,377.048736852,6,1,2.8160000000000007,True
2173,CHEMBL484900,278.0,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(F)c5)CC4)cc3)[nH]c2c1=O,6.555955204081924,526.179852564,7,2,2.1354999999999995,True
2174,CHEMBL4642713,279.0,nM,CCOC(=O)c1ccc(N2CCN(c3nc(N)c4nc(-c5ccco5)sc4n3)CC2)cc1,6.554395796726403,450.147409564,10,1,3.4318000000000017,True
2175,CHEMBL2181163,279.0,nM,Cn1cc2c(nc(NC3CCCCCCC3)n3nc(-c4ccco4)nc23)n1,6.554395796726403,365.196408356,8,1,3.7958000000000025,True
2176,CHEMBL260890,280.0,nM,N#Cc1c(NC(=O)C2CCCC2)nc(-c2ccccc2)nc1-c1ccccc1,6.552841968657781,368.16371126,4,1,4.810980000000003,True
2178,CHEMBL210212,280.0,nM,CCCn1c(=O)c2nc(-c3cnn(Cc4ccc(F)c(F)c4)c3)[nH]c2n(CCC)c1=O,6.552841968657781,428.17723038400004,7,1,2.896300000000001,True
2179,CHEMBL460172,281.0,nM,CC(=O)NCCNc1nc(-c2ccco2)c(C(=O)c2ccccc2)s1,6.55129368009492,355.09906240400005,6,2,3.182100000000001,True
2180,CHEMBL204128,282.0,nM,Cn1cc2c(nc(NC(=O)Nc3cc[n+](C)cc3)n3nc(-c4ccco4)nc23)n1.[I-],6.549750891680639,517.0471687520001,8,2,-1.2564999999999988,True
2181,CHEMBL4640980,282.0,nM,CCOC(=O)C1=C(C)Nc2nc3ccccc3n2C1c1cnco1,6.549750891680639,324.12224037199996,7,1,2.8763000000000014,True
2182,CHEMBL1927438,282.0,nM,Nc1nc(N2CCN(C(=O)C(Cl)Cl)CC2)nc2nc(-c3ccco3)nn12,6.549750891680639,396.06167704800004,9,1,0.8138000000000001,True
2183,CHEMBL3093331,284.0,nM,C#CCn1c(=O)c2c(nc3n2CCCN3c2cccc(Br)c2)n(C)c1=O,6.546681659952963,413.048736852,7,0,1.8341999999999998,True
2184,CHEMBL3739922,284.0,nM,CCCn1c(Br)nc2c(N)nc(NCCCc3ccccc3)nc21,6.546681659952963,388.10110677200004,6,2,3.625700000000002,True
2185,CHEMBL4076561,286.0,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccs5)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,6.543633966870956,463.094184116,13,3,1.1516,True
2186,CHEMBL1082208,286.0,nM,CC(=O)Nc1ccc(-c2ccncc2)c(-c2cccc(F)c2)n1,6.543633966870956,307.112090288,3,1,3.908100000000003,True
2187,CHEMBL221220,287.0,nM,Fc1ccc(CNc2nc(-c3cccs3)cc(C(F)(F)F)n2)cc1,6.542118103266008,353.060981232,4,1,4.975100000000002,True
2188,CHEMBL221219,287.0,nM,Fc1ccc(CNc2nc(-c3ccccc3)cc(C(F)(F)F)n2)cc1,6.542118103266008,347.10456029600005,3,1,4.913600000000002,True
2189,CHEMBL359531,288.0,nM,CC(C)(C)OC(=O)NCCCC(=O)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,6.5406075122407685,530.23900144,10,2,4.220100000000003,True
2190,CHEMBL205194,289.0,nM,Cc1ccc(-c2nc(-c3ccccc3)c3[nH]cnc3n2)cc1,6.539102157243452,286.121846448,3,1,3.995320000000003,True
2191,CHEMBL254725,290.0,nM,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(CCC)c1=O,6.537602002101044,392.19607400800004,7,1,2.618100000000001,True
2192,CHEMBL220287,290.0,nM,COc1cccc(-c2cc(C(F)(F)F)nc(NCc3ccc(F)cc3)n2)c1,6.537602002101044,377.11512498,4,1,4.922200000000003,True
2193,CHEMBL426504,290.0,nM,CCn1c(=O)c2nc(-c3cnn(Cc4cccc(F)c4)c3)[nH]c2n(CC)c1=O,6.537602002101044,382.15535206800007,7,1,1.9769999999999999,True
2194,CHEMBL1222245,290.0,nM,N#Cc1sc(NC(=O)c2ccco2)nc1-c1ccccc1,6.537602002101044,295.041547528,5,1,3.5270800000000015,True
2195,CHEMBL3677917,291.0,nM,CN1CCN(C(=O)n2nc(-c3cnc4ccc(F)cn34)c3ccc(C(=O)N4CCCCCC4)cc32)CC1,6.536107011014092,503.24450142,7,0,3.7218000000000027,True
2196,CHEMBL3314908,292.0,nM,CCOC(=O)c1cnc(NCCOC)n2nc(-c3ccco3)nc12,6.534617148551582,331.128054024,9,1,1.6192999999999997,True
2197,CHEMBL200854,292.0,nM,CCNC(=O)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.534617148551582,574.00508518,9,4,2.168300000000001,True
2198,CHEMBL4586090,293.0,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccccc5)C(C)C4)cc3)[nH]c2c1=O,6.53313237964589,508.189274376,7,2,2.3892999999999995,True
2199,CHEMBL4632532,295.0,nM,Nc1nc(NCCc2ccc(S(N)(=O)=O)cc2)nc2sc(-c3ccco3)nc12,6.530177984021837,416.07253037199996,9,3,2.230500000000001,True
2201,CHEMBL469760,297.0,nM,Nc1ccccc1C(=O)Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1,6.527243550682788,421.1651082280001,7,2,3.7711000000000023,True
2202,CHEMBL367773,297.0,nM,CC(C)CCn1cc2c(nc(NC(=O)CCCNC(=O)OC(C)(C)C)n3nc(-c4ccco4)nc23)n1,6.527243550682788,496.25465150400004,10,2,4.023500000000003,True
2203,CHEMBL408146,299.0,nM,CN(C)c1nc(-c2ncc[nH]2)c2sccc2n1,6.52432881167557,245.07351635199998,5,1,2.1474,True
2204,CHEMBL3753937,300.0,nM,Nc1nc(-c2ccccc2)nc2cn(Cc3ccccc3)nc12,6.522878745280337,301.13274548000004,5,1,3.123800000000001,True
2205,CHEMBL1671920,300.0,nM,CC(C)C(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,6.522878745280337,289.08849772,4,2,2.9899000000000013,True
2206,CHEMBL408911,300.0,nM,COc1ccc(C(=O)Nc2nc(-c3ccccc3)c(C#N)c(-c3ccccc3)n2)cc1,6.522878745280337,406.14297581600005,5,1,4.943180000000004,True
2207,CHEMBL506450,300.0,nM,CCCn1c(Br)nc2c(N)ncnc21,6.522878745280337,255.01195742,5,1,1.5810000000000002,True
2208,CHEMBL3401296,300.0,nM,CC(C)(C)CC(=O)Nc1ccc(C(=O)Nc2nccs2)nc1,6.522878745280337,318.115046816,5,2,3.1651000000000007,True
2209,CHEMBL4436453,300.0,nM,Nc1nc(NCc2ccc(Cl)cc2)nc(-c2ccccc2CO)n1,6.522878745280337,341.104337812,6,3,2.878600000000002,True
2210,CHEMBL196375,300.0,nM,Nc1ccc2c(O)c(C(=O)NCc3ccccc3)cnc2n1,6.522878745280337,294.111675688,5,3,1.8476,True
2211,CHEMBL3754704,300.0,nM,CNc1nc(NC(=O)Cc2ccccc2)n2nc(-c3ccco3)nc2n1,6.522878745280337,349.12872272000004,8,2,2.0021999999999993,True
2212,CHEMBL2151129,300.0,nM,Cc1ccc(C(=O)Nc2nc(-c3ccccc3)n[nH]2)cc1,6.522878745280337,278.116761068,3,2,3.032420000000001,True
2213,CHEMBL601413,300.0,nM,Nc1c(C(=O)Nc2ccccc2F)sc2nc3c(cc12)C(=O)CCC3,6.522878745280337,355.07907590799994,5,2,3.7889000000000017,True
2214,CHEMBL259130,301.0,nM,CC(C)Cn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O,6.521433504406157,396.17100213200007,7,1,2.1302000000000003,True
2215,CHEMBL1082006,302.0,nM,O=C(Nc1ccc(-c2ccncc2)c(-c2nccs2)n1)C1CC1,6.51999305704285,322.088832068,5,1,3.6156000000000024,True
2216,CHEMBL4165013,303.0,nM,Cn1c(-c2ccccc2)nc2c(NC3CCC3)ncnc21,6.518557371497695,279.148395544,5,1,2.9947000000000017,True
2218,CHEMBL456011,305.0,nM,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1cccs1,6.515700160653214,412.110630132,7,1,4.250400000000003,True
2219,CHEMBL350573,305.0,nM,CCCn1cc2c(nc(NC(=O)Nc3ccc(S(=O)(=O)O)cc3)n3nc(-c4ccco4)nc23)n1,6.515700160653214,482.112086676,10,3,3.034700000000001,True
2220,CHEMBL2153629,306.0,nM,Cn1c(=O)c2c(nc3n2CCN3C2CCCCCCC2)n(C)c1=O,6.514278573518419,331.20082504,7,0,1.3665999999999996,True
2221,CHEMBL349464,306.0,nM,CCCn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1,6.514278573518419,401.16002284800004,8,1,3.3252000000000015,True
2222,CHEMBL486688,306.0,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(C(F)(F)F)c5)CC4)cc3)[nH]c2c1=O,6.514278573518419,576.176659004,7,2,3.015200000000001,True
2223,CHEMBL2312988,306.9,nM,CCCOc1ccc(/C=C/c2cc3c(c(=O)n(C)c(=O)n3C)n2C)cc1,6.513003111568177,353.1739415960001,6,0,2.5349000000000004,True
2224,CHEMBL4159165,307.0,nM,CCn1c(-c2ccccc2)nc2c(NC3CCCCC3)ncnc21,6.512861624522813,321.19534573600004,5,1,4.257800000000002,True
2225,CHEMBL4215145,307.0,nM,CC(C)COc1ccc(-c2c(C#N)c(N)nc(SCC(N)=O)c2C#N)cc1,6.512861624522813,381.125945848,7,2,2.6863599999999996,True
2226,CHEMBL1258419,308.0,nM,Nc1nc2c(cnn2CCCc2ccc(O/C=C/c3ccccc3)cc2)c2nc(-c3ccco3)nn12,6.511449283499555,477.1913229760001,9,1,4.998700000000005,True
2227,CHEMBL557624,308.0,nM,Nc1nc(NC(=O)c2ccccc2)c([N+](=O)[O-])c(-c2ccco2)n1,6.511449283499555,325.081103832,7,2,2.4793000000000003,True
2228,CHEMBL4061617,309.0,nM,COc1ccccc1-n1nc2c(N)nc(-c3ccccc3)cn2c1=O,6.510041520575165,333.12257472000005,7,1,2.138,True
2229,CHEMBL4105350,310.0,nM,Nc1nc(-c2ccccc2)cn2cc(-c3ccccc3)nc12,6.508638306165727,286.121846448,4,1,3.645500000000002,True
2230,CHEMBL3093321,311.0,nM,C#CCn1c(=O)c2c(nc3n2CCCN3C2CCCCC2)n(C)c1=O,6.507239610973162,341.18517497600004,7,0,1.0726999999999998,True
2231,CHEMBL261526,312.0,nM,CCCn1c(=O)c2[nH]c(-c3cnn(-c4cccnc4)c3)nc2n(CC)c1=O,6.505845405981557,365.16002284800004,8,1,1.5638999999999998,True
