,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
3633,CHEMBL3410323,8800.0,nM,CCOC(=O)c1nc(NC(=O)Cc2ccccc2)nc2nn(C(C)C)cc12,5.055517327849831,367.1644395320001,7,1,2.7651000000000012,True
3634,CHEMBL1094646,8800.0,nM,CNc1ccccc1C(=O)/N=C(\N)Nc1nc(C)c2ccccc2n1,5.055517327849831,334.154209196,4,3,2.54692,True
3635,CHEMBL2151254,8800.0,nM,CC(C)(Oc1ccc(Cl)cc1)C(=O)Nc1nc(-c2ccccc2)n[nH]1,5.055517327849831,356.1040034640001,4,2,3.9212000000000016,True
3636,CHEMBL4286941,8840.0,nM,COc1ccc(-n2c(C(=O)c3sc(Nc4ccccc4)nc3-c3ccccc3)cnc2N)cc1,5.053547734986926,467.1415959120001,8,2,5.561200000000005,True
3637,CHEMBL4442891,8860.0,nM,Cn1c(=O)c2c(nc3n2CCN(c2cccc(Cl)c2)C3)n(C)c1=O,5.052566278112949,345.09925243199996,7,0,1.1072999999999995,True
3638,CHEMBL4517925,8910.0,nM,Cn1c(=O)c2c(nc3n2CCCN3Cc2ccc(Cl)cc2F)n(C)c1=O,5.050122295963125,377.105480684,7,0,1.6364999999999996,True
3639,CHEMBL3088344,9090.0,nM,c1ccc(Nc2nc3c(N4CCNCC4)ncnc3s2)cc1,5.041436116778033,312.11571551199995,7,2,2.2394999999999996,True
3640,CHEMBL600992,9100.0,nM,CCc1nc2sc(C(=O)c3cccc(Cl)c3)c(N)c2cc1C,5.040958607678906,330.05936178,4,1,4.633720000000003,True
3641,CHEMBL3114139,9100.0,nM,Cn1cc2c(Cl)nc(N)nc2n1,5.040958607678906,183.03117287199998,5,1,0.5988999999999999,True
3642,CHEMBL3741942,9110.0,nM,CCCn1cnc2c(N)nc(NCCCc3ccccc3)nc21,5.040481623027002,310.190594704,6,2,2.8632000000000017,True
3643,CHEMBL427178,9140.0,nM,Cc1ccc2c(S)c(Cc3ccccc3)cnc2n1,5.039053804266169,266.087769448,3,1,3.817720000000003,True
3644,CHEMBL3410295,9200.0,nM,CC(C)n1cc2c(C(N)=O)nc(N)nc2n1,5.036212172654444,220.10725900399999,6,2,0.08829999999999999,True
3645,CHEMBL523465,9213.0,nM,COc1cccc(Cn2c(=O)n(Cc3ccccc3OC)c3cnc(NC4CC4)nc32)c1,5.035598928837269,431.19573966000013,8,1,3.2811000000000012,True
3646,CHEMBL3679382,9370.0,nM,Cc1cccc(CO[C@H]2CCCC2Nc2nc(Cl)nc3c2ncn3C2O[C@H](CO)[C@@H](O)[C@H]2O)c1,5.028260409112222,489.17789667599993,10,4,1.9494199999999993,True
3647,CHEMBL4285947,9390.0,nM,CNc1ncc(C(=O)NCc2ccc(-c3ccccc3)cc2)c2nc(-c3ccco3)nn12,5.027334407733889,424.16477388000004,7,2,4.023000000000002,True
3648,CHEMBL4068787,9430.0,nM,Cc1cc(C)n(C[C@H]2O[C@@H](n3cnc4c(NC5CC6CCC5C6)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,5.025488307262672,473.19421543600004,10,3,2.21294,True
3649,CHEMBL3314870,9500.0,nM,CCOC(=O)c1cnc(SC)n2nc(-c3ccco3)nc12,5.022276394711152,304.063011244,8,0,2.2829000000000006,True
3650,CHEMBL408869,9524.0,nM,OC(c1ccccc1)c1cc(C(F)(F)F)nc2ccccc12,5.021180613267157,303.087098664,2,1,4.335300000000003,True
3651,CHEMBL475023,9600.0,nM,CCCn1cnc2c(N)ncnc21,5.017728766960431,177.10144535199998,5,1,0.8185,True
3652,CHEMBL445696,9600.0,nM,Nc1ncnc2c1ncn2CCc1ccccc1,5.017728766960431,239.11709541599998,5,1,1.6512,True
3653,CHEMBL1089427,9650.0,nM,Cn1cc2c(nc(N)n3nc(-c4ccc([N+](=O)[O-])cc4)nc23)n1,5.015472686656207,310.09267156000004,9,1,1.1683999999999997,True
3655,CHEMBL121793,9700.0,nM,CC(=O)Oc1ccc(-n2nc3c(=O)[nH]c4ccccc4n3c2=O)cc1,5.013228265733755,336.085854864,7,1,1.252,True
3656,CHEMBL3342771,9700.0,nM,O=C(O)[C@H]1CC[C@H](OC2CCN(c3ccc(-c4nc5cc(F)ccc5[nH]4)cn3)CC2)CC1,5.013228265733755,438.2067189440001,5,2,4.392800000000004,True
3657,CHEMBL391029,9700.0,nM,OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCSC4)ncnc32)[C@H](O)[C@@H]1O,5.013228265733755,353.11577508799996,10,4,-0.6448000000000005,True
3658,CHEMBL44,9792.0,nM,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,5.009128595198514,270.05282342000004,5,3,2.576800000000001,True
3659,CHEMBL3819227,9870.0,nM,O=c1oc2c(O)cccc2cc1-c1ccsc1,5.005682847330363,244.019415116,4,1,3.227100000000001,True
3660,CHEMBL3114158,9900.0,nM,Cc1ccc(C(=O)Nc2nc(Cl)c3cn(CCc4ccccc4)nc3n2)cc1,5.00436480540245,391.11998787600004,5,1,4.283120000000002,True
3661,CHEMBL3819594,9980.0,nM,O=c1oc2c(O)c(O)ccc2cc1-c1cccs1,5.000869458712629,260.01432973600004,5,2,2.9327000000000005,True
3662,CHEMBL450826,10000.0,nM,Cn1c(=O)c2[nH]c(-c3ccc(OC(C)(C)C(=O)N4CCN(c5nc6cc(Cl)ccc6s5)CC4)cc3)nc2n(C)c1=O,5.0,593.1612010560001,10,1,3.396600000000002,True
3663,CHEMBL4287973,10000.0,nM,Nc1ccc2oc(-c3ccco3)nc2c1,5.0,200.058577496,4,1,2.670000000000001,True
3664,CHEMBL100346,10000.0,nM,CCCn1c(=O)c2c(nnn2C2CCCC2)n(CCC)c1=O,5.0,305.185174976,7,0,1.6898,True
3665,CHEMBL105000,10000.0,nM,CSc1cc(-c2ccccc2)nc2nc(C)ccc12,5.0,266.087769448,3,0,4.327120000000003,True
3666,CHEMBL2112161,10000.0,nM,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(SC)nc31)[C@H](O)[C@@H]2O,5.0,474.12408727599995,9,4,1.842499999999999,True
3667,CHEMBL2112157,10000.0,nM,CNC(=O)[C@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cc(OC)ccc4OC)nc(Cl)nc31)[C@H](O)[C@@H]2O,5.0,488.15749558,10,4,1.1377999999999988,True
3668,CHEMBL98221,10000.0,nM,CC(C)n1cc(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)cn1,5.0,375.16550215200004,11,4,-0.5356000000000005,True
3669,CHEMBL569844,10100.0,nM,Cn1c(=O)c2[nH]c3cnccc3c2n(C)c1=O,4.995678626217358,230.08037556,5,1,0.11349999999999971,True
3670,CHEMBL408895,10100.0,nM,CN1C(=O)C2Nc3cnccc3C2N(C)C1=O,4.995678626217358,232.096025624,4,1,0.4405999999999997,True
3671,CHEMBL3314906,10200.0,nM,CCOC(=O)c1cnc(N2CCCC2)n2nc(-c3ccco3)nc12,4.991399828238082,327.133139404,8,0,2.1612,True
3672,CHEMBL4088238,10200.0,nM,Cc1cc(C)n(C[C@H]2O[C@@H](n3cnc4c(NC5CCCC5)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,4.991399828238082,447.17856537200004,10,3,1.9669399999999997,True
3673,CHEMBL4277784,10300.0,nM,COc1ccc(-n2c(C(=O)c3sc(Nc4ccc(Cl)cc4)nc3C)cnc2N)cc1,4.987162775294828,439.08697349600004,8,2,4.8560200000000036,True
3674,CHEMBL223625,10400.0,nM,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(C#Cc4ccc(C(C)=O)cc4)nc32)[C@H](O)[C@@H]1O,4.982966660701219,466.16008242399994,11,4,-0.2328000000000009,True
3675,CHEMBL4079464,10400.0,nM,O[C@@H]1[C@@H](CCl)O[C@@H](n2cnc3c(N[C@@H]4CCOC4)ncnc32)[C@@H]1O,4.982966660701219,355.104731736,9,3,-0.11490000000000061,True
3676,CHEMBL254064,10400.0,nM,CNC(=O)OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@](C)(O)[C@@H]1O,4.982966660701219,440.15749558,10,4,1.199499999999999,True
3677,CHEMBL573950,10400.0,nM,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(C#Cc4ccc(OC)cc4)nc32)[C@H](O)[C@@H]1O,4.982966660701219,454.16008242399994,11,4,-0.4268000000000006,True
3678,CHEMBL4097343,10500.0,nM,Cc1cc(C)cc(-c2nc(NC3CC4CCC3C4)c3ncn([C@@H]4O[C@H](Cn5nc(C)cc5C)[C@@H](O)[C@H]4O)c3n2)c1,4.978810700930062,543.295788044,10,3,3.8433800000000033,True
3679,CHEMBL36734,10800.0,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NC(=O)CCC4CCCC4)nc32)[C@H](O)[C@@H]1O,4.966576244513051,447.223017028,10,5,0.07270000000000032,True
3680,CHEMBL95897,11000.0,nM,Nc1ncnc2c1ncn2CCO,4.958607314841775,179.080709908,6,2,-0.5992000000000002,True
3681,CHEMBL62835,11000.0,nM,Nc1ncnc2c1ncn2C1CCCCCC1,4.958607314841775,231.14839554399998,5,1,2.3038,True
3682,CHEMBL104178,11200.0,nM,Nc1nc2ccccc2c2cn(-c3ccc(Cl)cc3)nc12,4.950781977329818,294.067224032,4,1,3.8093000000000012,True
3683,CHEMBL3088349,11200.0,nM,CCN(CC)c1ncnc2sc(Nc3ccc(Cl)cc3)nc12,4.950781977329818,333.081494192,6,1,4.329500000000003,True
3684,CHEMBL4287579,11200.0,nM,Cc1nc(Nc2ccccc2)sc1C(=O)c1cnc(N)n1-c1ccc(Cl)cc1,4.950781977329818,409.076408812,7,2,4.847420000000003,True
3685,CHEMBL238419,11300.0,nM,COc1ccccc1CN1CCCn2c1nc1c2c(=O)n(C)c(=O)n1C,4.94692155651658,355.164439532,8,0,0.8525999999999998,True
3686,CHEMBL3679379,11400.0,nM,CC(C)c1ccc(CO[C@H]2CCCC2Nc2ncnc3c2ncn3C2O[C@H](CO)[C@@H](O)[C@H]2O)cc1,4.943095148663527,483.24816915599996,10,4,2.1109999999999998,True
3687,CHEMBL442005,11400.0,nM,Cc1cccc(-n2cc3c(n2)c(NC2CCCCC2)nc2ccccc23)c1,4.943095148663527,356.200096768,4,1,5.626720000000004,True
3688,CHEMBL3410303,11500.0,nM,CCOC(=O)c1nc(NC(=O)c2ccc(F)cc2)nc2nn(C)cc12,4.939302159646388,343.10806752800005,7,1,1.9314,True
3689,CHEMBL691,11751.0,nM,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,4.929925173732472,296.177630008,2,2,3.6126000000000023,True
3690,CHEMBL4288023,11800.0,nM,CN(C)c1nc(NC(=O)c2ccccc2)sc1C(=O)c1cnc(N)n1-c1ccc(Cl)cc1,4.928117992693875,466.0978725280001,8,2,4.1137000000000015,True
3691,CHEMBL489639,11800.0,nM,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC3CC4CCC3C4)nc(Cl)nc21,4.928117992693875,409.1516819280001,9,4,1.0817999999999988,True
3692,CHEMBL3410305,11800.0,nM,CCOC(=O)c1nc(NC(=O)c2ccc(C)cc2)nc2nn(C)cc12,4.928117992693875,339.1331394040001,7,1,2.10072,True
3693,CHEMBL4067452,11900.0,nM,Cc1cc(C)n(C[C@H]2O[C@@H](n3cnc4c(N[C@@H]5CCOC5)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,4.924453038607469,449.157829928,11,3,0.8132399999999993,True
3694,CHEMBL3742213,12000.0,nM,CCCn1cnc2c(NCCc3ccccc3)ncnc21,4.920818753952375,281.164045608,5,1,2.890900000000001,True
3695,CHEMBL945,12000.0,nM,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,4.920818753952375,229.04788555599998,6,5,-1.0823299999999998,True
3696,CHEMBL448396,12000.0,nM,CC(C)n1cnc2ncnc(N)c21,4.920818753952375,177.10144535199998,5,1,0.9893999999999998,True
3697,CHEMBL3114146,12000.0,nM,Cc1ccc(C(=O)Nc2nc(Cl)c3cn(C)nc3n2)cc1,4.920818753952375,301.073037684,5,1,2.57742,True
3698,CHEMBL385771,12100.0,nM,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(I)nc32)[C@H](O)[C@@H]1O,4.91721462968355,450.01486558,10,4,-1.2306000000000008,True
3699,CHEMBL3950921,12100.0,nM,O=c1oc2c(O)c(O)ccc2cc1-c1ccccc1,4.91721462968355,254.0579088,4,2,2.8712000000000018,True
3700,CHEMBL3818390,12200.0,nM,O=c1oc2c(O)c(O)ccc2cc1-c1cc(Br)cs1,4.913640169325252,337.9248418040001,5,2,3.6952000000000007,True
3701,CHEMBL223472,12400.0,nM,CONc1nc(I)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,4.906578314837765,423.00396654799994,10,4,-0.9843000000000006,True
3702,CHEMBL4279688,12400.0,nM,Cc1ccc(Nc2nc(C)c(C(=O)c3cnc(N)n3-c3ccc(F)cc3)s2)cc1,4.906578314837765,407.121609416,7,2,4.641540000000003,True
3703,CHEMBL3314925,12400.0,nM,COc1ccc(CNc2ncc(C(=O)O)c3nc(-c4ccco4)nn23)cc1,4.906578314837765,365.11240396000005,8,2,2.7032000000000007,True
3704,CHEMBL223328,12500.0,nM,CONc1nc(C#Cc2cccnc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,4.903089986991944,398.1338676759999,11,4,-0.7941000000000007,True
3705,CHEMBL195437,12593.0,nM,CCCCCCCCc1ccc(O)cc1,4.899870796640192,206.167065324,1,1,4.295200000000005,True
3706,CHEMBL573269,12700.0,nM,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)nc(C#Cc4ccc(F)cc4)nc32)[C@H](O)[C@@H]1O,4.896196279044043,426.145181308,9,4,-0.227900000000001,True
3707,CHEMBL4568941,12900.0,nM,Cl.Cn1cc2c(nc(N3CCNCC3)n3nc(-c4ccco4)nc23)n1,4.889410289700751,360.12138484400003,9,1,1.1023999999999994,True
3708,CHEMBL3739802,13000.0,nM,CCCn1cnc2c(NCCCc3ccccc3)ncnc21,4.886056647693163,295.17969567200004,5,1,3.2810000000000015,True
3709,CHEMBL4288432,13000.0,nM,Cc1nc(Nc2ccc(Cl)cc2)sc1C(=O)c1cnc(N)n1-c1ccc(F)cc1,4.886056647693163,427.0669870000001,7,2,4.986520000000002,True
3710,CHEMBL100347,13000.0,nM,CCCn1c(=O)c2nn(C3CCCC3)nc2n(CCC)c1=O,4.886056647693163,305.185174976,7,0,1.6898,True
3711,CHEMBL600404,13000.0,nM,Nc1nc(CSc2nnc(N)s2)nc(Nc2ccc(F)cc2)n1,4.886056647693163,350.053212572,10,3,2.0625,True
3712,CHEMBL120662,13000.0,nM,CCOc1ccc(-n2nc3c(N)nc4ccccc4n3c2=O)cc1,4.886056647693163,321.12257472,7,1,2.0142999999999995,True
3713,CHEMBL3088348,13200.0,nM,Clc1ccc(Nc2nc3c(N4CCCCC4)ncnc3s2)cc1,4.87942606879415,345.08149419200004,6,1,4.473600000000003,True
3714,CHEMBL4283578,13400.0,nM,COc1ccc(-n2c(C(=O)c3sc(Nc4ccccc4)nc3C)cnc2N)cc1,4.872895201635193,405.12594584800013,8,2,4.202620000000002,True
3715,CHEMBL100440,13500.0,nM,CCCn1c(=O)c2c(nnn2C2CCCCC2O)n(CCC)c1=O,4.8696662315049934,335.19573966,8,1,1.0506999999999997,True
3716,CHEMBL3914193,14000.0,nM,O=c1oc2c(O)cccc2cc1-c1ccc(O)c(O)c1,4.853871964321762,270.05282342000004,5,3,2.5768000000000013,True
3717,CHEMBL191270,14000.0,nM,c1ccc(Sc2nc3ncnc-3c(NC3CCCCC3)[nH]2)cc1,4.853871964321762,325.13611660800007,5,2,4.200300000000001,True
3718,CHEMBL603967,14000.0,nM,COc1ccc(Nc2nc(N)nc(CSc3nnc(N)s3)n2)cc1,4.853871964321762,362.073199068,11,3,1.9319999999999997,True
3719,CHEMBL2391836,14400.0,nM,Nc1nc(-c2sc(NC(=O)c3ccco3)nc2-c2ccccc2)nc2sc3c(c12)CCCC3,4.841637507904751,473.098016848,8,2,5.788100000000003,True
3720,CHEMBL4059994,14500.0,nM,Cc1cc(C)n(C[C@H]2O[C@@H](n3cnc4c(NC5CCCC5)ncnc43)[C@H](O)[C@@H]2O)n1,4.838631997765025,413.21753772400007,10,3,1.3135399999999995,True
3721,CHEMBL3818574,14700.0,nM,O=c1oc2c(O)c(O)ccc2cc1-c1ccsc1,4.832682665251824,260.01432973600004,5,2,2.9327000000000005,True
3722,CHEMBL3819209,14700.0,nM,CC(=O)Oc1cccc2cc(-c3ccsc3)c(=O)oc12,4.832682665251824,286.0299798,5,0,3.4468000000000023,True
3723,CHEMBL223456,14700.0,nM,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(C#Cc4ccc(C)cc4)nc32)[C@H](O)[C@@H]1O,4.832682665251824,438.16516780399996,10,4,-0.12698000000000154,True
3725,CHEMBL516238,15000.0,nM,Nc1ncnc2c1nc(Br)n2C1CCCCC1,4.823908740944319,295.043257548,5,1,2.6762000000000006,True
3726,CHEMBL601208,15000.0,nM,Nc1c(C(=O)Nc2ccc([N+](=O)[O-])cc2)sc2nc3c(cc12)CCCC3,4.823908740944319,368.094311372,6,2,3.9178000000000024,True
3727,CHEMBL3679387,15600.0,nM,OC[C@H]1O[C@@H](n2cnc3c(NC4CCC[C@H]4OCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O,4.806875401645539,567.0978669320001,10,4,1.5921999999999998,True
3728,CHEMBL3410297,15700.0,nM,NC(=O)c1nc(N)nc2nn(CCc3ccccc3)cc12,4.804100347590766,282.12290906799996,6,2,0.7500999999999998,True
3729,CHEMBL254896,15900.0,nM,CNC(=S)OC[C@H]1O[C@@H](n2cnc3c(N[C@@H]4CCOC4)nc(Cl)nc32)[C@](C)(O)[C@@H]1O,4.798602875679548,458.113916516,11,4,0.2106999999999991,True
3730,CHEMBL466044,16000.0,nM,CCC(C)n1cnc2c(N)ncnc21,4.795880017344075,191.11709541599998,5,1,1.3795,True
3731,CHEMBL363419,16000.0,nM,c1ccc(Oc2nc3ncnc-3c(NC3CCCCC3)[nH]2)cc1,4.795880017344075,309.158960228,5,2,3.841400000000002,True
3732,CHEMBL2261736,16000.0,nM,CC(C)(C)C(=O)c1cc2c([nH]c1=O)CC(c1ccccc1)CC2=O,4.795880017344075,323.152143532,3,1,3.5164000000000017,True
3733,CHEMBL4471897,16100.0,nM,CC(=O)COc1cccc2cc(-c3ccccc3)c(=O)oc12,4.79317412396815,294.089208928,4,0,3.427800000000002,True
3734,CHEMBL3410302,16100.0,nM,CCOC(=O)c1nc(NC(=O)c2ccccc2)nc2nn(C)cc12,4.79317412396815,325.1174893400001,7,1,1.7923,True
3735,CHEMBL478071,16200.0,nM,C[C@@]1(O)[C@H](O)[C@@H](CCl)O[C@H]1n1cnc2c(NC3CCCC3)nc(Cl)nc21,4.790484985457369,401.10214489200007,8,3,2.0822999999999996,True
3736,CHEMBL221206,16300.0,nM,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(C#Cc4ccccc4)nc32)[C@H](O)[C@@H]1O,4.787812395596042,424.14951773999996,10,4,-0.4354000000000008,True
3737,CHEMBL3114157,16400.0,nM,O=C(Nc1nc(Cl)c2cn(CCc3ccccc3)nc2n1)c1ccc(C(F)(F)F)cc1,4.785156151952302,445.09172244000007,5,1,4.993500000000003,True
3738,CHEMBL4290353,16700.0,nM,CN(C)c1nc(NC(=O)c2ccccc2)sc1C(=O)c1cnc(N)n1-c1ccc(C(F)(F)F)cc1,4.777283528852417,500.1242295080001,8,2,4.4791000000000025,True
3739,CHEMBL309490,16700.0,nM,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,4.777283528852417,270.05282342000004,5,3,2.576800000000001,True
3740,CHEMBL602069,17000.0,nM,Cc1ccc(Nc2nc(N)nc(CSCCO)n2)cc1,4.769551078621726,291.11538116400004,7,3,1.7313199999999997,True
3741,CHEMBL600609,17000.0,nM,COCCOC(=O)c1sc(N)c(C#N)c1C,4.769551078621726,240.056863244,6,1,1.3136,True
3742,CHEMBL3114159,17500.0,nM,Cn1cc2c(Cl)nc(N(C(=O)c3ccccc3)C(=O)c3ccccc3)nc2n1,4.756961951313706,391.083602368,6,0,3.5039000000000016,True
3743,CHEMBL3314910,17600.0,nM,CCOC(=O)c1cnc(N2CCOCC2)n2nc(-c3ccco3)nc12,4.7544873321858505,343.128054024,9,0,1.3975999999999995,True
3744,CHEMBL3403729,18000.0,nM,CCOC(=O)c1c(NC(=O)c2sc(Nc3ccc(C)cc3)nc2N(C)C)sc2c1CCCC2,4.7447274948966935,484.160282756,8,2,5.630420000000005,True
3745,CHEMBL3314928,18000.0,nM,O=C(O)c1cnc(NCc2ccc(C(F)(F)F)cc2)n2nc(-c3ccco3)nc12,4.7447274948966935,403.08922390400005,7,2,3.713400000000002,True
3746,CHEMBL223514,18000.0,nM,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(C#Cc4ccccn4)nc32)[C@H](O)[C@@H]1O,4.7447274948966935,425.144766708,11,4,-1.0404000000000007,True
3747,CHEMBL216200,18000.0,nM,CCCN1C(=O)N2C[C@@H](C(C)C)N=C2c2[nH]c(C34CCC(CCC(=O)O)(CC3)CC4)nc21,4.7447274948966935,441.27398998,4,2,4.303300000000004,True
3748,CHEMBL449108,18000.0,nM,CCCn1cnc2ncnc(N)c21,4.7447274948966935,177.10144535199998,5,1,0.8185,True
3749,CHEMBL427077,18700.0,nM,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(C#Cc4ccc(F)cc4)nc32)[C@H](O)[C@@H]1O,4.728158393463501,442.140095928,10,4,-0.29630000000000145,True
3750,CHEMBL3818444,18800.0,nM,CC(=O)Oc1cccc2cc(-c3cccs3)c(=O)oc12,4.72584215073632,286.0299798,5,0,3.4468000000000023,True
3751,CHEMBL489638,18900.0,nM,O[C@@H]1[C@@H](CSc2ccccc2F)O[C@@H](n2cnc3c(NC4CCOC4)ncnc32)[C@@H]1O,4.723538195826756,447.13765340400005,10,3,1.5776999999999997,True
3752,CHEMBL2153621,19000.0,nM,Cn1c(=O)c2c(nc3n2CCCN3[C@H]2CC[C@H](O)CC2)n(C)c1=O,4.721246399047171,333.180089596,8,1,-0.05270000000000086,True
3753,CHEMBL1834698,19400.0,nM,O=C(Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccc(Cl)cc3)nn12)c1ccccc1,4.7121982700697735,493.14178594000003,7,1,5.289400000000005,True
3754,CHEMBL4095344,19600.0,nM,Cc1cc(C)n(C[C@H]2O[C@@H](n3cnc4c(NC5CC6CCC5C6)ncnc43)[C@H](O)[C@@H]2O)n1,4.707743928643524,439.23318778800007,10,3,1.5595399999999995,True
3755,CHEMBL3114144,20500.0,nM,Cn1cc2c(Cl)nc(NC(=O)c3ccc(F)cc3)nc2n1,4.688246138944246,305.0479658080001,5,1,2.4081,True
3756,CHEMBL3818301,20600.0,nM,CC(=O)Oc1ccc2cc(-c3ccsc3)c(=O)oc2c1OC(C)=O,4.686132779630847,344.035459104,7,0,3.3721000000000023,True
3757,CHEMBL434063,20915.0,nM,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1,4.679542131083351,495.215806408,6,2,4.9356000000000035,True
3758,CHEMBL4551749,21100.0,nM,CC(=O)Oc1ccc2cc(-c3ccccc3)c(=O)oc2c1OC(C)=O,4.675717544702307,338.07903816799995,6,0,3.310600000000001,True
3759,CHEMBL4437493,21400.0,nM,Cn1cc2c(nc(N3CCN(C(=O)OC(C)(C)C)CC3)n3nc(-c4ccco4)nc23)n1,4.669586226650809,424.19713662800007,10,0,2.3281,True
3760,CHEMBL323074,21700.0,nM,CCCn1c(=O)c2nn(C3CCCCC3)nc2n(CCC)c1=O,4.663540266151471,319.20082504,7,0,2.0799,True
3761,CHEMBL2153622,21900.0,nM,CC(=O)O[C@H]1CC[C@H](N2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)CC1,4.6595558851598815,375.19065428000005,9,0,0.5181000000000002,True
3762,CHEMBL3403733,22300.0,nM,Cc1ccc(Nc2nc(N(C)C)c(C(=O)Nc3sc4c(c3C(N)=O)CCCC4)s2)cc1,4.651695136951839,455.14496704,7,3,4.552620000000003,True
3763,CHEMBL287321,22500.0,nM,Nc1ncnc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(CO)C[C@H]12,4.647817481888637,277.11748934,8,4,-1.3164000000000007,True
3764,CHEMBL3739799,22600.0,nM,CCCn1cnc2c(NCc3ccccc3)ncnc21,4.645891560852599,267.148395544,5,1,2.8484000000000007,True
3765,CHEMBL4283491,22600.0,nM,CC(C)(C)OC(=O)NCCNc1ncc(C(=O)O)c2nc(-c3ccco3)nn12,4.645891560852599,388.14951774,9,3,2.0191,True
3766,CHEMBL101554,22900.0,nM,CCCn1c(=O)c2c(nnn2C2CCCCC2)n(CCC)c1=O,4.640164517660112,319.20082504,7,0,2.0799,True
3767,CHEMBL3114165,23600.0,nM,CC(C)(C)Cn1cc2c(Cl)nc(NC(=O)Cc3ccccc3)nc2n1,4.627087997029894,357.13563794000004,5,1,3.7070000000000016,True
3768,CHEMBL1090461,23900.0,nM,Cn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccc([N+](=O)[O-])cc4)nc23)n1,4.621602099051862,428.134536372,9,1,2.7674000000000003,True
3769,CHEMBL477665,24000.0,nM,C[C@@]1(O)[C@H](O)[C@@H](CCl)O[C@H]1n1cnc2c(NC3CC4CCC3C4)ncnc21,4.619788758288394,393.15676730800004,8,3,1.6748999999999996,True
3770,CHEMBL3114143,24200.0,nM,Cn1cc2c(Cl)nc(NC(=O)c3ccccc3)nc2n1,4.616184634019569,287.05738762,5,1,2.269,True
3771,CHEMBL575027,24300.0,nM,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NC)nc(C#Cc4ccccn4)nc32)[C@H](O)[C@@H]1O,4.614393726401688,409.14985208800005,10,4,-0.9720000000000002,True
3772,CHEMBL3314886,24700.0,nM,O=C(Nc1ncc(C(=O)O)c2nc(-c3ccco3)nn12)NC1CCCCC1,4.607303046740334,370.13895305600005,7,3,2.5367000000000006,True
3773,CHEMBL458465,24900.0,nM,Cc1cc2[nH]c3cccnc3c2c(C)c1O,4.603800652904264,212.094963004,2,2,3.0385400000000016,True
3774,CHEMBL190,25000.0,nM,Cn1c(=O)c2nc[nH]c2n(C)c1=O,4.6020599913279625,180.064725496,5,1,-1.0397000000000005,True
3775,CHEMBL606031,25000.0,nM,COc1ccc(-n2ccnc2SCC(=O)c2c(N)n(C3CC3)c(=O)[nH]c2=O)cc1,4.6020599913279625,413.115775088,9,2,1.623,True
3776,CHEMBL1834699,25200.0,nM,COc1ccc(-c2nc3c4cn(CCc5ccccc5)nc4nc(NC(=O)c4ccccc4)n3n2)cc1,4.598599459218456,489.1913229760001,8,1,4.644600000000002,True
3777,CHEMBL3939546,25500.0,nM,O=c1oc2c(O)c(O)ccc2cc1-c1ccc(O)c(O)c1,4.5934598195660445,286.04773804,6,4,2.282400000000001,True
3778,CHEMBL3114145,25600.0,nM,Cn1cc2c(Cl)nc(NC(=O)c3ccc(C(F)(F)F)cc3)nc2n1,4.59176003468815,355.0447722480001,5,1,3.2878000000000016,True
